,name,content,date
37,락토핏 골드 1통 (50일분),"적립금 이용해 저렴히 잘 구입했습니다~~
가격대비 효과가좋아 저희가족 꾸준히 먹고있습니다!!",2023-11-29
38,락토핏 골드 1통 (50일분),"적립금 이용해 저렴히 샀어요~~~
가격대비 효과가좋아 꾸준히 먹고있습니다!!",2023-11-29
39,락토핏 골드 1통 (50일분),"가격싸고 배송도 빠르고.
몸이 좋아지는 느낌~",2023-11-29
40,락토핏 골드 1통 (50일분),저렴한 가격에 잘 구매했어요 정말 감사합니다 ,2023-11-29
41,락토핏 골드 1통 (50일분),조아요 온가족이 먹는 유산균 ,2023-11-29
42,락토핏 골드 1통 (50일분),항상 먹는 제품 온가족이 먹어요,2023-11-29
43,락토핏 골드 1통 (50일분),잘받았습니다 감사합니다 ,2023-11-28
44,락토핏 골드 1통 (50일분),너무 잘 챙겨 먹고 있습니당,2023-11-28
45,락토핏 골드 1통 (50일분),저렴하게 너무 잘 샀아요! 늘 먹는 거에요,2023-11-28
46,락토핏 골드 1통 (50일분),좋아요 맛도 좋네요 굿굿,2023-11-28
47,락토핏 골드 1통 (50일분),좋아여 맛있게 잘 먹겠습니다,2023-11-28
48,락토핏 골드 1통 (50일분),좋아여 맛있게 잘 먹겠습니다,2023-11-28
49,락토핏 골드 1통 (50일분),좋아여 맛있게 잘 먹겠습니다,2023-11-28
50,락토핏 골드 1통 (50일분),"23.11.25 토 주문
23.11.28 화 도착
유통기간 24.09.08 까지라 조금 아쉽습니다
이전에 주문한제품들은 25.02 이후 였는데요",2023-11-28
51,락토핏 골드 1통 (50일분),장건강을 꾸준히 먹으려고 해요,2023-11-28
52,락토핏 골드 1통 (50일분),배송도빠르고 좋아요,2023-11-28
53,락토핏 골드 1통 (50일분),장건강에 유산균이최고죠,2023-11-28
54,락토핏 골드 1통 (50일분),온가족이 유산균먹고있어요,2023-11-28
55,락토핏 골드 1통 (50일분),너무 잘 먹고 있어요,2023-11-28
56,락토핏 골드 1통 (50일분),변비가 일상이었는데 이거 먹고 편하게 일 보내요 그리고 맛있어요,2023-11-28
57,락토핏 골드 1통 (50일분),우리가족 유산균은 락토핏골드^_^,2023-11-28
58,락토핏 골드 1통 (50일분),예전부터 주기적으로 구입해서 먹는 유산균 입니다. 먹기도 편리하고 효과도 좋은 것 같아요.,2023-11-28
59,락토핏 골드 1통 (50일분),자주 구입해서 먹는 유산균입니다. 맛도 좋고 화장실 가는 데도 도움이 많이 되는 것 같아요.,2023-11-28
60,락토핏 골드 1통 (50일분),매일먹는 유산균 락토핏 좋아요~~^^ ,2023-11-27
61,락토핏 골드 1통 (50일분),아침에 항상 먹고 있어요 ,2023-11-27
62,락토핏 골드 1통 (50일분),매일 챙겨 먹어요 좋네요 ,2023-11-27
63,락토핏 골드 1통 (50일분),"맛도 좋고 화장실도 잘가네요~^^
아주 만족하면서 먹고 있고요
또 주문했어요",2023-11-27
64,락토핏 골드 1통 (50일분),계속 챙겨먹고 있어요 아주 좋아요,2023-11-27
65,락토핏 골드 1통 (50일분),매일 먹고있는데 좋아요 또 구매하겠습니다,2023-11-27
66,락토핏 골드 1통 (50일분),락토핏  !!  짱짱 유산균잘먹겠습니다 좋아요,2023-11-27
67,락토핏 골드 1통 (50일분),"항상먹는 제품이에요

좋아요^^",2023-11-27
68,락토핏 골드 1통 (50일분),"최고입니다
잘먹고있습니다~~^^",2023-11-27
69,락토핏 골드 1통 (50일분),매일 아침마다 잘  먹고 있어요.,2023-11-27
70,락토핏 골드 1통 (50일분),좋아요 꾸준히 먹어요,2023-11-27
71,락토핏 골드 1통 (50일분),좋아요 꾸준히 먹어요,2023-11-27
72,락토핏 골드 1통 (50일분),아주 맘에 드는 유산균입니다 항상 챙겨먹어요,2023-11-26
73,락토핏 골드 1통 (50일분),유산균은 이거만 먹어요 정말 조아요 만족합니다,2023-11-26
74,락토핏 골드 1통 (50일분),너무 좋아요 ㅎㅎ 잘 먹고 있어요,2023-11-26
75,락토핏 골드 1통 (50일분),잘 먹고 이썽요 ㅎㅎ,2023-11-26
76,락토핏 골드 1통 (50일분),늘 잘 먹고 있어요,2023-11-26
77,락토핏 골드 1통 (50일분),빼먹지 않고 늘 잘 먹어요 ㅎㅎ,2023-11-26
78,락토핏 골드 1통 (50일분),늘 잘 먹고 있어용 ㅎㅎ,2023-11-26
79,락토핏 골드 1통 (50일분),애들도 잘먹습니다 ㅎㅎ,2023-11-26
80,락토핏 골드 1통 (50일분),"너무만족스러워요
감사합니다 잘사용하고있어요 감사합니다 잘사용하고있어요 잘샀어요 감사합니다 잘사용하고있어요 ",2023-11-26
81,락토핏 골드 1통 (50일분),"항상잘먹고있어요 
감사합니다  맛있게 잘먹고있어요 
6세 딸이 아주 좋아해요",2023-11-26
82,락토핏 골드 1통 (50일분),온가족 유산균으로 좋아요,2023-11-26
83,락토핏 골드 1통 (50일분),너무너무 좋아요 최고네요 작먹고있어요,2023-11-26
84,락토핏 골드 1통 (50일분),"신규가입으로 1만원 할인받아서 저렴하게 잘 구매했어요
유통기한도 25년 3월으로 길어요",2023-11-26
85,락토핏 골드 1통 (50일분),"최고에요
유산균은 락토핏이죠
우리가족 락토핏
굿이에요^^
평생 먹을꺼에요",2023-11-25
86,락토핏 골드 1통 (50일분),"꾸준히 잘 먹고있어요
좋습니다",2023-11-25
87,락토핏 골드 1통 (50일분),"꾸준히 잘 먹고있어요
좋습니다",2023-11-25
88,락토핏 골드 1통 (50일분),아이도 잘먹고  맛도 괜찮아요,2023-11-25
89,락토핏 골드 1통 (50일분),꾸준하게 복용중입니다. 자주 이용할게요. 고맙습니다~,2023-11-25
90,락토핏 골드 1통 (50일분),잘 먹고있는 제품입니다,2023-11-25
91,락토핏 골드 1통 (50일분),잘받았습니다감사합니다,2023-11-25
92,락토핏 골드 1통 (50일분),화장실을 규칙적으로 가고 있습니다 추천합니다 최고!!,2023-11-25
93,락토핏 골드 1통 (50일분),선물용으로도 좋고 온가족이 함께 먹기 좋아요,2023-11-25
94,락토핏 골드 1통 (50일분),할인할때 구매하서 잘 먹고있어요 다 먹고 재구매할께요,2023-11-25
95,락토핏 골드 1통 (50일분),유산균 ㅈ근당 비싸다. 다른 쇼핑몰에서 할인하는데 왜..,2023-11-25
96,락토핏 골드 1통 (50일분),요즘 꼬박꼬박 챙겨먹고 있는 락토핏 골드. 마트에서 한번 씩 구입하다가 종근당공식몰 알게된 후론 여기서 구입해요. ,2023-11-25
97,락토핏 골드 1통 (50일분),매일 아침 공복에 1포씩 섭취하고 있어요. 건강해지는 느낌에 밋도 있고 물도 필요없어 복용하기 넘 좋아요. ,2023-11-25
98,락토핏 골드 1통 (50일분),"맛나요  
좋을려니 먹는게 유산균인듯 하지만 
안먹으면 좋지않은^^;",2023-11-25
99,락토핏 골드 1통 (50일분),안기상품 좋아요 ㅋㅋ,2023-11-25
100,락토핏 골드 1통 (50일분),배송 빠르고 좋아요 잘 받았습니다 ,2023-11-25
101,락토핏 골드 1통 (50일분),"자주애용합니다

감사합니다 ^^",2023-11-25
102,락토핏 골드 1통 (50일분),락토핏골드 좋아요 할머니께매번사드립니다ㅎㅎ,2023-11-25
103,락토핏 골드 1통 (50일분),잘 받았어요 잘 쓰고 있어요 마음에 드는 제품 입니다.,2023-11-24
104,락토핏 골드 1통 (50일분),"우리집 장건강엔 락토핏 좋아요.
온가족이 다 먹을수 있어서 너무 좋아요",2023-11-24
105,락토핏 골드 1통 (50일분),항상 먹는 제품이예요 효과 좋아요,2023-11-24
106,락토핏 골드 1통 (50일분),온가족이 다같이 먹을 수 있어서 너무 좋아요,2023-11-23
107,락토핏 골드 1통 (50일분),항상 먹고 있어요.,2023-11-23
108,락토핏 골드 1통 (50일분),매일 먹는 유산균 이예요 다 먹으면 또 살께요,2023-11-23
109,락토핏 골드 1통 (50일분),아주 잘먹고 있어요 매일 먹어요 유산균 짱,2023-11-23
110,락토핏 골드 1통 (50일분),시댁에 보내주셔서 사진은 없네요 시어머니께 잘 맞아서 사 드리고 있어요,2023-11-23
111,락토핏 골드 1통 (50일분),매일 먹고있어요 맛도있어요,2023-11-23
112,락토핏 골드 1통 (50일분),온가족이 먹을 수 있어서 잘 챙겨먹고있네요~,2023-11-23
113,락토핏 골드 1통 (50일분),배송 빠르고 좋아요,2023-11-23
114,락토핏 골드 1통 (50일분),잘받았습니다 감사합니다~,2023-11-22
115,락토핏 골드 1통 (50일분),매일 잘 챙겨 먹고 있어요.,2023-11-22
116,락토핏 골드 1통 (50일분),아침 공복에 꾸준히 잘 먹고 있어요 ~,2023-11-22
117,락토핏 골드 1통 (50일분),맛있고 가성비 좋아요^^,2023-11-22
118,락토핏 골드 1통 (50일분),애들도 맛있다고 잘먹어요^^,2023-11-22
119,락토핏 골드 1통 (50일분),온가족이 먹는 유산균이요^^,2023-11-22
120,락토핏 골드 1통 (50일분),좋아요^^ 쟁여서 먹는중이요!,2023-11-22
121,락토핏 골드 1통 (50일분),좋아요~  늘 잘 먹고 있어요^^,2023-11-22
122,락토핏 골드 1통 (50일분),먹어보고 좋아서 신랑이랑 같이 먹고 있어요 간편하게 먹을수 있어서 좋아요 다시 또 구매할께요~~~,2023-11-22
123,락토핏 골드 1통 (50일분),속이 많이 편해졌어요,2023-11-22
124,락토핏 골드 1통 (50일분),항상 먹는 제품이라 즐겨 먹어요...,2023-11-21
125,락토핏 골드 1통 (50일분),항상 먹던 제품으로 구매했어요 꾸준히 잘 먹고 있습니다!,2023-11-21
126,락토핏 골드 1통 (50일분),이벤트 할때 쟁여두고 먹는 제품입니다^^ ,2023-11-21
127,락토핏 골드 1통 (50일분),온가족 유산균 락토핏 꾸준히 먹고있어요,2023-11-21
128,락토핏 골드 1통 (50일분),잘 챙겨 먹고 있습니다 다음에 또 구매할려구요,2023-11-21
129,락토핏 골드 1통 (50일분),온가족이 잘 먹고 있어요,2023-11-20
130,락토핏 골드 1통 (50일분),가성비 좋은 유산균입니다,2023-11-20
131,락토핏 골드 1통 (50일분),건강을 위해서 가족들이 매일 한포씩 잘 챙겨먹고 있습니다,2023-11-20
132,락토핏 골드 1통 (50일분),몇달째 아침마다 먹고 있어요 가격대비 참 훌륭한 제품입니다,2023-11-20
133,락토핏 골드 1통 (50일분),매일 저녁마다 꾸준히 먹고있어요.,2023-11-20
134,락토핏 골드 1통 (50일분),매일 저녁마다 꾸준히 먹고있어요.,2023-11-20
135,락토핏 골드 1통 (50일분),락토핏 꾸준히 먹고 있습니다,2023-11-20
136,락토핏 골드 1통 (50일분),"아이가 맛있다며 또 사달라하네요
행사기간이라 또 구매할려구요",2023-11-20
137,락토핏 골드 1통 (50일분),"늘먹던 제품입니다
적립금 사용해서 저렴하게 구매했어요
감사합니다",2023-11-19
138,락토핏 골드 1통 (50일분),"늘먹던 제품입니다
적립금 사용해서 저렴하게 구매했어요
감사합니다",2023-11-19
139,락토핏 골드 1통 (50일분),"늘먹던 제품입니다
적립금 사용해서 저렴하게 구매했어요
감사합니다",2023-11-19
140,락토핏 골드 1통 (50일분),내 장이 달라졌어요,2023-11-19
141,락토핏 골드 1통 (50일분),좋아요 매일 잘먹고 있어요,2023-11-19
142,락토핏 골드 1통 (50일분),먹기 편해서 좋아요~,2023-11-19
143,락토핏 골드 1통 (50일분),"늘 먹는거예요
포도맛이어서 아이도 잘 먹네요. 
면역력키우려면 유산균, 비타민 D, 아연이 필요하다는데 유산균에 아연까지 추가되서 면역력에 도움이 더 되는 거 같아요.
가족들 면역력템으로 추천합니다!!",2023-11-19
144,락토핏 골드 1통 (50일분),"늘 먹는거예요
포도맛이어서 아이도 잘 먹네요. 
면역력키우려면 유산균, 비타민 D, 아연이 필요하다는데 유산균에 아연까지 추가되서 면역력에 도움이 더 되는 거 같아요.
가족들 면역력템으로 추천합니다!!",2023-11-19
145,락토핏 골드 1통 (50일분),"늘 먹는거예요
포도맛이어서 아이도 잘 먹네요. 
면역력키우려면 유산균, 비타민 D, 아연이 필요하다는데 유산균에 아연까지 추가되서 면역력에 도움이 더 되는 거 같아요.
가족들 면역력템으로 추천합니다!!",2023-11-19
146,락토핏 골드 1통 (50일분),매일아침 변을 잘봐서 좋아요,2023-11-19
147,락토핏 골드 1통 (50일분),덕분에 건강하게 잘 먹고 있어요,2023-11-19
148,락토핏 골드 1통 (50일분),락토핏골드 온가족이 맛나게 먹구있어요:):),2023-11-19
149,락토핏 골드 1통 (50일분),락토핏골드 온가족이 먹지요^^  늘 감사합니다,2023-11-19
150,락토핏 골드 1통 (50일분),먹기 간편하고 맛있어용,2023-11-19
151,락토핏 골드 1통 (50일분),너무마음에 들어요^^ 아이가 좋아합니다,2023-11-19
152,락토핏 골드 1통 (50일분),"늘 챙겨 먹는 제품이에요.
맛도 좋고, 가성비 좋아서 짱",2023-11-19
153,락토핏 골드 1통 (50일분),감사합니다 배송짱이예요 또 주문할게요 맛도 있고 가성비도 진짜 짱이예요 적극추천합니다 또 주문할게요 ,2023-11-19
154,락토핏 골드 1통 (50일분),항상 잘먹고 있어요,2023-11-18
155,락토핏 골드 1통 (50일분),역시 락토핏 !! 넘나 맛있음,2023-11-18
156,락토핏 골드 1통 (50일분),"할인쿠폰 받아서 저렴하게 구입했어요
먹어보고 재구매할게요 감사합니다 ^^",2023-11-17
157,락토핏 골드 1통 (50일분),"매일아침 챙겨먹는 락토핏!!!
종근당몰에서 잘 구매 했어요*^^*",2023-11-17
158,락토핏 골드 1통 (50일분),"언제나 유산균은 락토핏! 
맛도 좋아요! ",2023-11-17
159,락토핏 골드 1통 (50일분),"언제나 유산균은 락토핏! 
맛도 좋아요! ",2023-11-17
160,락토핏 골드 1통 (50일분),"언제나 유산균은 락토핏! 
맛도 좋아요! ",2023-11-17
161,락토핏 골드 1통 (50일분),꾸준히 잘 먹고 있어요!,2023-11-17
162,락토핏 골드 1통 (50일분),꾸준히 잘 먹고 있어요!,2023-11-17
163,락토핏 골드 1통 (50일분),꾸준히 잘 먹고 있어요~,2023-11-17
164,락토핏 골드 1통 (50일분),효과 괜찮아요 먹기 편하고 꾸준하게 재구매하고 있어요,2023-11-16
165,락토핏 골드 1통 (50일분),가족들이 모두 먹고 있네요,2023-11-16
166,락토핏 골드 1통 (50일분),늘 먹는제품입니다 맛있어요~~~,2023-11-16
167,락토핏 골드 1통 (50일분),"선물했어요.
받는 분이 너무 좋아하네요.
",2023-11-16
168,락토핏 골드 1통 (50일분),맛있게 먹고 있어요 감사합니당,2023-11-16
169,락토핏 골드 1통 (50일분),맛있어요 잘 먹고있어요 ,2023-11-16
170,락토핏 골드 1통 (50일분),락토핏 골드 정말 좋아요.,2023-11-16
171,락토핏 골드 1통 (50일분),락토핏 골드 정말 좋아요.,2023-11-16
172,락토핏 골드 1통 (50일분),락토핏 골드 정말 좋아요.,2023-11-16
173,락토핏 골드 1통 (50일분),락토핏 골드 정말 좋아요.,2023-11-16
174,락토핏 골드 1통 (50일분),"믿고먹는 랏토핏
잘먹겠습니다",2023-11-16
175,락토핏 골드 1통 (50일분),매번 먹는 제품 믿고 구매합니다,2023-11-16
176,락토핏 골드 1통 (50일분),매번 먹는 제품 믿고 구매합니다,2023-11-16
177,락토핏 골드 1통 (50일분),"항상 먹던 제품이라 구매했습니다
맛도 포도향? 나고 무난히 먹기 좋습니다
먹고나서 나쁜점은 굳이 없어서 꾸준히 먹고 있습니다",2023-11-16
178,락토핏 골드 1통 (50일분),잘먹었습닏  ㅡㅏ ㅎ,2023-11-16
179,락토핏 골드 1통 (50일분),우리집 공식 유산균이에요 매일아침마다 먹고 있어요,2023-11-15
180,락토핏 골드 1통 (50일분),항상잘먹고있어요~~감사합니다,2023-11-15
181,락토핏 골드 1통 (50일분),굿 늘 먹던거라 좋아요,2023-11-15
182,락토핏 골드 1통 (50일분),감사합니다. 잘 먹고있어요~~,2023-11-15
183,락토핏 골드 1통 (50일분),유산균은 기본템이죠~~~,2023-11-15
184,락토핏 골드 1통 (50일분),잘먹고잇어요 감사합니다,2023-11-14
185,락토핏 골드 1통 (50일분),유산균 필요했는데 싸게 구매해서 좋아요,2023-11-14
186,락토핏 골드 1통 (50일분),"온가족먹기 좋아요
좀 달긴한데 아이들도 잘 먹네요",2023-11-14
187,락토핏 골드 1통 (50일분),"온가족먹기 좋아요
좀 달긴한데 아이들도 잘 먹네요",2023-11-14
188,락토핏 골드 1통 (50일분),"온가족먹기 좋아요
좀 달긴한데 아이들도 잘 먹네요",2023-11-14
189,락토핏 골드 1통 (50일분),감사합니다 락토핏만먹어요 배송짱이예요 또 주문할게요 ,2023-11-14
190,락토핏 골드 1통 (50일분),락토핏 좋아요 꾸준히 먹는제품입니다,2023-11-14
191,락토핏 골드 1통 (50일분),잘 받았어요 감사합니다 잘 억을게요 ,2023-11-14
192,락토핏 골드 1통 (50일분),"락토핏 너무 맛있어요 
잘 받았습니다 
늘 먹고있는 제품이랍니다 ",2023-11-14
193,락토핏 골드 1통 (50일분),"잘받았습니다 
맛있어서 먹기 좋아요 
간편하게 챙겨먹을수 있어서 만족합니다 감사합니다 ",2023-11-14
194,락토핏 골드 1통 (50일분),꾸준히 먹는 제품 중 하나에요~ 아가랑 남편이랑 셋이 다 잘먹어요! 상큼한 맛 때문에 아가도 자기 연령대꺼 안먹고 꼭 요고 먹으려고;; 근데 크게 문제없을것같아서 같이 먹는답니다ㅎ,2023-11-13
195,락토핏 골드 1통 (50일분),하나씩 먹기 좋아요 색이 이뻐 기분 까지 건강해 지는 느낌이예요,2023-11-13
196,락토핏 골드 1통 (50일분),새콤하고 먹기 좋아요 색상도 이쁜 노랑이라기분이 좋아져요 ,2023-11-13
197,락토핏 골드 1통 (50일분),슬림하고 양도 적당해서 매일 하나씩 먹기 좋아요 ,2023-11-13
198,락토핏 골드 1통 (50일분),"항상 챙겨 먹는 락토핏 유산균
부모님께 선물하기도 좋아서 자꾸 구매하게 되네요.
락토핏 정말 좋네요.",2023-11-13
199,락토핏 골드 1통 (50일분),좋아요 잘먹었어요 또먹을게요,2023-11-13
200,락토핏 골드 1통 (50일분),매일 아침마다 먹고 있습니다,2023-11-13
201,락토핏 골드 1통 (50일분),매일 아침마다 먹고 있습니다,2023-11-13
202,락토핏 골드 1통 (50일분),꾸준히 챙겨먹으니 변 보기도 편하고 평소에도 속이 편한거 같아요,2023-11-13
203,락토핏 골드 1통 (50일분),와이프랑 둘이서 계속 먹고 있네요 안먹으면 이상할정도로 … 제품이야 워낙 유명하고 좋아서 다름말이 필요없지여 또 이용하겠습니다~~,2023-11-13
204,락토핏 골드 1통 (50일분),아이가 맛있다며잘 먹어요. 저도 먹으니 좋네요,2023-11-12
205,락토핏 골드 1통 (50일분),기존에 먹던것보다 맛이 괜찮아서 애들이 잘먹어요^^,2023-11-11
206,락토핏 골드 1통 (50일분),추천합니다 아주아주 좋아요,2023-11-11
207,락토핏 골드 1통 (50일분),너무 저렴하게 잘구매했어요 ㅎㅎ,2023-11-11
208,락토핏 골드 1통 (50일분),가족들 매일 챙겨먹어요,2023-11-10
209,락토핏 골드 1통 (50일분),늘 만족스럽게 먹고 있어요!!,2023-11-10
210,락토핏 골드 1통 (50일분),오랜만에 착한 가격으로 구매하네요. 득템!ㅋㅋ.,2023-11-10
211,락토핏 골드 1통 (50일분),필수품 다른것보다 맛있어요,2023-11-10
212,락토핏 골드 1통 (50일분),항상 먹고있어요. 맛있어요,2023-11-10
213,락토핏 골드 1통 (50일분),결과가 만족스러워 상시 복용하는 건강보조식품 중 하나입니다 ,2023-11-10
214,락토핏 골드 1통 (50일분),아이가 맛있다고 몇개씩 먹으려고해서 말렸어요ㅋㅋㅋㅋ,2023-11-09
215,락토핏 골드 1통 (50일분),꾸준히 먹고있어요 좋아요 강추합니다 ,2023-11-09
216,락토핏 골드 1통 (50일분),"제일 무난하게 먹고 있는 유산균입니다
떨어지지 않게 항상 구비해두고 있어요
종근당건강몰에서 행사하면 저렴하고 좋네요",2023-11-09
217,락토핏 골드 1통 (50일분),"제일 무난하게 먹고 있는 유산균입니다
떨어지지 않게 항상 구비해두고 있어요
종근당건강몰에서 행사하면 저렴하고 좋네요",2023-11-09
218,락토핏 골드 1통 (50일분),빠른 배송 감사합니다 ,2023-11-09
219,락토핏 골드 1통 (50일분),아주 만족합니다. 좋아요 ,2023-11-09
220,락토핏 골드 1통 (50일분),빠른 배송 감사합니다 람쥐 ,2023-11-09
221,락토핏 골드 1통 (50일분),"진짜좋아요
살때마다 집에있는것보다 날짜가 늦은게올까요
그것말고는 최고입니다",2023-11-08
222,락토핏 골드 1통 (50일분),"온가족이 매일 복용하는 랏토핏유산균! 벌써 몇년째 꾸준히 먹는 제품이라 고민없이 구매했어요 
아이도 잘 먹어서 너무 좋아요 ",2023-11-08
223,락토핏 골드 1통 (50일분),꾸준히 잘먹고잇어요 당케어도나와서 부모님 사드릴려구요 감사해요,2023-11-08
224,락토핏 골드 1통 (50일분),역시 베스트 셀러라 맛도좋고 아주좋네요ㅎ,2023-11-08
225,락토핏 골드 1통 (50일분),온국민이 다. 알만한상품 유산균  매일아침 루틴으로 복용하는 유산균 맛도과일향이 나서. 아이포함. 거부감없이. 복용할수 있어 편하다,2023-11-08
226,락토핏 골드 1통 (50일분),싼가격에잘사서먹슨다,2023-11-07
227,락토핏 골드 1통 (50일분),온가족이 먹을수있어서 좋아요!!!!! 배송도 빠르교 포장도 꼼꼼합니다^ ^,2023-11-07
228,락토핏 골드 1통 (50일분),늘 먹고있는 유산균이랍니다!!,2023-11-07
229,락토핏 골드 1통 (50일분),너무 먹기 편하고 맛있고 효과가 좋아서 계속 재구매하는 상품이에요. 아주 만족합니다. 배송도 빨라서 더 좋았어요. ,2023-11-07
230,락토핏 골드 1통 (50일분),유산균 이것만 먹어요. 이벤트 자주 해주세요. ~~~~,2023-11-06
231,락토핏 골드 1통 (50일분),락도핏 없으면안되요 굿,2023-11-06
232,락토핏 골드 1통 (50일분),"매일  잘챙겨먹고있어요.
감사합니다.",2023-11-06
233,락토핏 골드 1통 (50일분),장건강을 위해서 열심히 먹고있습니다. 맛도 좋고 섭취도 편합니다.,2023-11-05
234,락토핏 골드 1통 (50일분),원래 먹던거라 만족합니다,2023-11-05
235,락토핏 골드 1통 (50일분),광고에서 많이봤는데 먹기에도 좋고 맛도 좋아요. 꾸준히 복용해야 겠어요,2023-11-05
236,락토핏 골드 1통 (50일분),"맛도 좋고 건강에도 좋은 락토핏, 아이들이 알아서 챙겨먹어요! 하나씩 톡톡 간식 먹듯 재밌게 먹습니다.",2023-11-05
237,락토핏 골드 1통 (50일분),"배송이 빠르네요.
손으로 쉽게 개봉 되어 언제나 어디에서든 갖고 다니면서 먹기 좋네요.
가루형이라 입에 쏘옥 털어 넣으면 되어 온가족이 잘 먹고 있어요.",2023-11-05
238,락토핏 골드 1통 (50일분),"이지컷이라 손으로 쉽게 개봉 되어 언제 어디에서나 휴대하면서 먹기에도 좋네요.
가루타입이라 먹기 편해요.
온가족이 잘 먹고 있어요.",2023-11-05
239,락토핏 골드 1통 (50일분),저렴하게잘구입했어요ㅎㅎ,2023-11-05
240,락토핏 골드 1통 (50일분),빠른 배송 감사합니다 람쥐 ,2023-11-09
241,락토핏 골드 1통 (50일분),"진짜좋아요
살때마다 집에있는것보다 날짜가 늦은게올까요
그것말고는 최고입니다",2023-11-08
242,락토핏 골드 1통 (50일분),"온가족이 매일 복용하는 랏토핏유산균! 벌써 몇년째 꾸준히 먹는 제품이라 고민없이 구매했어요 
아이도 잘 먹어서 너무 좋아요 ",2023-11-08
243,락토핏 골드 1통 (50일분),꾸준히 잘먹고잇어요 당케어도나와서 부모님 사드릴려구요 감사해요,2023-11-08
244,락토핏 골드 1통 (50일분),역시 베스트 셀러라 맛도좋고 아주좋네요ㅎ,2023-11-08
245,락토핏 골드 1통 (50일분),온국민이 다. 알만한상품 유산균  매일아침 루틴으로 복용하는 유산균 맛도과일향이 나서. 아이포함. 거부감없이. 복용할수 있어 편하다,2023-11-08
246,락토핏 골드 1통 (50일분),싼가격에잘사서먹슨다,2023-11-07
247,락토핏 골드 1통 (50일분),온가족이 먹을수있어서 좋아요!!!!! 배송도 빠르교 포장도 꼼꼼합니다^ ^,2023-11-07
